ENSG	GeneSymbol	log2FoldChange	padj
ENSG00000254858.8	MPV17L2	-0.556	0.873830810436444
ENSG00000254859.1	RP11-661A12.5	-0.887	0.875192549608896
ENSG00000254860.4	TMEM9B-AS1	0.128	0.986148561584461
ENSG00000254872.3	RP13-870H17.3	-0.899	0.887434246322271
ENSG00000254876.4	RP11-23J9.5	0.967	0.753995592690934
ENSG00000254893.4	AC113404.1	1.097	0.679168642567698
ENSG00000254901.6	BORCS8	-0.302	0.916417284117895
ENSG00000254909.1	RP11-110I1.5	0.117	0.987824373716955
ENSG00000254910.1	RP11-326C3.7	-0.182	0.979689701413654
ENSG00000254911.3	SCARNA9	-0.356	
ENSG00000254941.1	RP11-677M14.5	-0.065	0.994617878470561
ENSG00000254944.1	ATP5F1P5	0.827	0.836217403732351
ENSG00000254966.1	RP11-1081L13.4	-0.321	0.972625444616831
ENSG00000254973.1	RP11-429J17.7	0.969	0.863748321024616
ENSG00000254978.2	ALG1L9P	0.729	0.734492645451482
ENSG00000254979.4	RP11-872D17.8	-1.53	0.758110554569862
ENSG00000254986.6	DPP3	0.975	0.295729778638826
ENSG00000254995.4	STX16-NPEPL1	1.266	0.702338735504699
ENSG00000254996.4	ANKHD1-EIF4EBP3	0.047	0.993056238568157
ENSG00000254999.3	BRK1	-0.406	0.807313929764071
ENSG00000255026.1	RP11-326C3.2	-0.664	0.954426287408699
ENSG00000255031.4	RP11-802E16.3	1.643	0.42795486910169
ENSG00000255045.1	RP11-677M14.2	-0.555	
ENSG00000255050.1	RP11-661A12.9	-1.28	0.828489039026873
ENSG00000255062.1	RP11-712L6.5	0.021	0.997128432368567
ENSG00000255112.2	CHMP1B	0.399	0.815040682161045
ENSG00000255121.2	RP11-110I1.12	0.385	0.942474529188812
ENSG00000255135.3	RP11-111M22.3	-0.539	0.907975837523561
ENSG00000255139.1	AP000442.1	-0.163	0.974671395947571
ENSG00000255142.1	AP006621.6	-0.195	0.976362709867529
ENSG00000255145.2	STX17-AS1	-0.115	0.987824373716955
ENSG00000255150.1	EID3	0.701	0.861921377641478
ENSG00000255152.7	MSH5-SAPCD1	0.431	0.930569471283386
ENSG00000255153.1	TOLLIP-AS1	-0.297	0.932024645356577
ENSG00000255182.2	CTD-2517M22.14	0.349	0.927571406702536
ENSG00000255197.4	RP11-750H9.5	-1.378	0.610012328914928
ENSG00000255198.4	SNHG9	-1.499	0.424353825504338
ENSG00000255200.1	AP003068.18	-1.146	0.575377825993196
ENSG00000255201.1	RP11-350N15.4	-0.341	0.978874807760432
ENSG00000255202.1	RP4-541C22.5	-1.465	0.821280978410385
ENSG00000255224.1	CTD-3065J16.9	0.37	0.900935288142214
ENSG00000255237.1	RP13-317D12.3	-0.89	0.829803811099766
ENSG00000255240.4	RP11-142C4.6	-1.301	0.814613550737633
ENSG00000255248.5	RP11-166D19.1	0.163	0.987687816788215
ENSG00000255277.3	ABCC6P2	-1.088	0.822213370854976
ENSG00000255284.1	AP006621.5	-0.675	0.72629853801832
ENSG00000255302.3	EID1	-0.045	0.988467719666183
ENSG00000255303.1	OR5BA1P	-2.025	0.621114414151632
ENSG00000255306.1	RP5-901A4.1	1.729	0.352977608985469
ENSG00000255310.2	AF131215.2	-0.528	0.930417890301598
ENSG00000255320.1	RP11-755F10.1	-0.885	0.577031982210262
ENSG00000255326.1	CTD-2530H12.4	-0.008	
ENSG00000255328.1	RP11-326C3.12	0.518	0.929720055808024
ENSG00000255337.1	RP11-315O6.1	-0.76	0.748740446983
ENSG00000255346.8	NOX5	-1.18	0.847001705567388
ENSG00000255366.1	RP11-1134I14.8	-0.857	0.911351528611031
ENSG00000255389.1	C6orf3	-0.693	0.889931013124848
ENSG00000255394.4	C8orf49	-1.026	0.850781022157895
ENSG00000255423.1	EBLN2	0.359	0.966226961427151
ENSG00000255434.1	CTD-2530H12.8	0.06	0.993056238568157
ENSG00000255455.2	RP11-890B15.3	-0.13	0.974543031731662
ENSG00000255458.4	RP11-539G18.3	0.084	0.990164094155935
ENSG00000255462.1	RP11-483L5.1	-0.441	0.975758083741914
ENSG00000255468.5	RP11-867G23.8	-0.243	0.978771429296205
ENSG00000255471.1	RP11-736K20.5	-1.363	0.621114414151632
ENSG00000255503.1	RP11-113K21.4	-1.268	0.767405607561254
ENSG00000255508.6	RP11-864I4.1	-0.051	0.991023137179418
ENSG00000255517.5	CTD-3074O7.5	0.873	0.662100530751501
ENSG00000255529.6	POLR2M	0.209	0.903883827561798
ENSG00000255545.6	RP11-627G23.1	1.183	0.887513523611405
ENSG00000255559.1	ZNF252P-AS1	0.288	0.963337893034027
ENSG00000255561.5	FDXACB1	-0.242	0.94862050693917
ENSG00000255568.3	BRWD1-AS2	-1.525	0.45277837517578
ENSG00000255571.5	MIR9-3HG	-1.561	0.630311032715148
ENSG00000255585.3	RP11-188C12.2	1.528	0.39510845225741
ENSG00000255624.2	RP11-564D11.3	1.364	0.69219699708195
ENSG00000255642.1	PABPC1P4	-1.329	0.814409416006141
ENSG00000255690.2	TRIL	-0.49	0.911351528611031
ENSG00000255717.5	SNHG1	0.253	0.946298480695238
ENSG00000255737.2	AGAP2-AS1	1.945	0.167214911788959
ENSG00000255769.6	GOLGA2P10	1.723	0.215280049878323
ENSG00000255815.3	KRT8P11	1.743	0.621114414151632
ENSG00000255823.2	MTRNR2L8	-0.146	0.988467719666183
ENSG00000255837.1	TAS2R20	0.788	0.750513034441401
ENSG00000255857.4	PXN-AS1	-0.05	0.994084506036504
ENSG00000255874.2	LINC00346	0.275	0.978645864311012
ENSG00000255883.1	RP11-79P5.10	0.044	0.995798828928948
ENSG00000255974.5	CYP2A6	-5.497	0.339094452400482
ENSG00000255992.1	RP11-417L19.4	0.461	
ENSG00000256028.2	RP11-197N18.2	-0.102	0.987824373716955
ENSG00000256043.2	CTSO	-0.843	0.525671227679063
ENSG00000256050.2	RP11-982M15.6	0.034	0.998117201067154
ENSG00000256053.6	APOPT1	-0.097	0.97974205264001
ENSG00000256060.2	TRAPPC2P1	-0.539	0.82493782029986
ENSG00000256061.6	DYX1C1	-0.071	0.99361018743262
ENSG00000256073.3	URB1-AS1	0.365	0.920741126933386
ENSG00000256087.5	ZNF432	0.061	0.991023137179418
ENSG00000256092.2	RP13-942N8.1	0.452	0.932982672233643
ENSG00000256124.4	LINC01152	1.351	0.821280978410385
ENSG00000256128.4	LINC00944	-5.321	0.0873775896408107
ENSG00000256139.2	RP11-968O1.5	-0.655	0.907975837523561
ENSG00000256162.2	SMLR1	-3.327	0.360889674479377
ENSG00000256185.1	RP11-612B6.2	1.128	0.66178959457117
ENSG00000256223.4	ZNF10	0.716	0.854094130527472
ENSG00000256229.6	ZNF486	-0.988	0.888018440385721
ENSG00000256234.1	RP11-283G6.4	-0.764	0.906621155343987
ENSG00000256235.1	SMIM3	-1.223	0.734604220461999
ENSG00000256262.1	USP30-AS1	-2.533	0.344727010018825
ENSG00000256269.5	HMBS	-0.227	0.950359889789875
ENSG00000256294.6	ZNF225	-0.125	0.977181771104685
ENSG00000256304.1	CCDC150P1	1.835	0.349750611266049
ENSG00000256338.2	RPL41P2	-0.585	0.883958240996955
ENSG00000256340.7	ABCC6P1	-1.097	0.816087489906886
ENSG00000256393.1	RPL41P5	-0.305	0.942014766032331
ENSG00000256433.2	RP1-102E24.8	1.04	0.583256004364615
ENSG00000256525.5	POLG2	1.004	0.315766030462204
ENSG00000256537.3	SMIM10L1	0.253	0.865812118247502
ENSG00000256546.1	AC156455.1	-0.812	0.876926663692637
ENSG00000256576.2	RP13-977J11.2	-0.313	0.964500473131924
ENSG00000256591.4	RP11-286N22.8	-0.016	0.998117201067154
ENSG00000256594.6	RP11-705C15.2	0.079	0.993291091704572
ENSG00000256612.6	CYP2B7P	-2.827	0.463911559562771
ENSG00000256628.3	ZBTB11-AS1	-0.103	0.986263367826178
ENSG00000256663.1	RP11-424C20.2	0.243	0.977739368539447
ENSG00000256667.5	KLRAP1	0.452	0.912669733822298
ENSG00000256673.1	RP11-599J14.2	3.401	0.194399762203958
ENSG00000256683.5	ZNF350	-0.393	0.910121113111785
ENSG00000256690.1	RP11-727F15.9	0.114	0.988467719666183
ENSG00000256694.1	RP11-598F7.5	0.463	0.94862050693917
ENSG00000256751.4	PLBD1-AS1	-0.193	0.987824373716955
ENSG00000256771.2	ZNF253	-0.624	0.805412537465398
ENSG00000256802.2	RP11-680F8.1	-1.582	0.705133374784111
ENSG00000256806.3	C17orf100	1.188	0.361518788010339
ENSG00000256870.2	SLC5A8	0.466	0.985433554809215
ENSG00000256894.1	RP11-283G6.3	-1.197	0.795509985625093
ENSG00000256940.1	RP11-783K16.5	-0.215	0.980661468426031
ENSG00000256967.1	RP11-273B20.1	0.767	0.714730766521752
ENSG00000256968.1	SNRPEP2	0.03	0.996654269569612
ENSG00000256969.1	RP11-320N7.2	-2.558	0.644859311737294
ENSG00000256973.1	RP11-359J14.2	0.32	
ENSG00000257017.7	HP	-4.399	0.549937694354527
ENSG00000257027.1	RP11-705C15.3	0.79	0.84881447098596
ENSG00000257038.1	RP11-800A3.7	-1.515	0.339116723039879
ENSG00000257086.1	RP11-783K16.13	-0.019	0.998117201067154
ENSG00000257093.5	KIAA1147	0.92	0.588212250780206
ENSG00000257103.7	LSM14A	-0.11	0.968689426281986
ENSG00000257108.1	NHLRC4	-0.617	0.912618972457897
ENSG00000257122.4	RRN3P3	0.014	0.998117201067154
ENSG00000257135.4	RP11-320M2.1	-0.572	0.863627717495572
ENSG00000257151.1	PWAR6	-0.073	0.994617878470561
ENSG00000257167.2	TMPO-AS1	-0.06	0.994366705838497
ENSG00000257176.2	RP11-996F15.2	2.105	0.204430586577768
ENSG00000257207.5	AC108938.5	1.425	0.542216827395947
ENSG00000257218.4	GATC	-0.228	0.918148898986345
ENSG00000257242.5	LINC01619	-1.017	0.770521232848217
ENSG00000257261.4	RP11-96H19.1	-0.59	0.875904947489469
ENSG00000257267.2	ZNF271P	0.081	0.979689701413654
ENSG00000257270.1	RP11-521B24.5	1.024	0.593805556408493
ENSG00000257279.1	RP11-231I16.1	2.467	0.234761450148263
ENSG00000257285.4	RP11-298I3.1	-0.31	0.959860533173091
ENSG00000257303.1	RP11-977G19.11	-0.066	0.987824373716955
ENSG00000257315.1	ZBED6	-0.13	0.991436258039579
ENSG00000257335.7	MGAM	2.263	0.323239597458042
ENSG00000257337.5	RP11-983P16.4	-0.417	0.911589944463294
ENSG00000257354.2	RP11-631N16.2	-0.555	0.821978827172523
ENSG00000257365.6	FNTB	0.174	0.949837079625293
ENSG00000257379.1	RP11-793H13.8	-0.451	0.951984485472979
ENSG00000257390.4	RP11-762I7.5	-0.816	
ENSG00000257433.4	RP1-197B17.3	-1.5	0.408541295348711
ENSG00000257446.3	ZNF878	-0.675	
ENSG00000257489.5	RP11-175P13.3	-0.014	0.998673046843613
ENSG00000257497.2	RP11-585P4.5	-0.091	0.991023137179418
ENSG00000257509.1	RP11-762I7.4	-0.211	
ENSG00000257511.1	RP11-278C7.1	0.434	0.861921377641478
ENSG00000257512.1	RP11-486A14.1	-0.295	0.979689701413654
ENSG00000257524.4	RP11-203J24.9	-0.617	0.8475252046929
ENSG00000257543.1	RP11-321F8.4	0.334	0.938738267883763
ENSG00000257556.1	RP11-44N21.1	-0.063	0.994617878470561
ENSG00000257557.2	RP11-84G21.1	-0.579	0.864208102422162
ENSG00000257591.4	ZNF625	0.229	
ENSG00000257594.3	GALNT4	0.328	0.979689701413654
ENSG00000257596.1	RP11-968A15.2	0.564	0.914577524728369
ENSG00000257605.2	RP11-680A11.5	-0.095	0.989728733436236
ENSG00000257621.6	PSMA3-AS1	0.374	0.890486148642294
ENSG00000257647.1	RP11-701H24.3	-0.233	0.984571725668858
ENSG00000257660.4	RP11-579D7.4	-0.389	0.967982758850391
ENSG00000257671.1	RP3-416H24.1	0.739	0.906573024617524
ENSG00000257681.1	RP11-341G23.4	-0.226	0.975758083741914
ENSG00000257698.1	RP11-620J15.3	2.932	0.0395447059201883
ENSG00000257702.3	LBX2-AS1	0.078	0.988420523199021
ENSG00000257704.3	INAFM1	-0.552	0.859274903756527
ENSG00000257718.1	RP11-396F22.1	-0.621	0.90622685812824
ENSG00000257727.4	CNPY2	-0.267	0.933438365920771
ENSG00000257740.1	RP11-977G19.12	0.0	0.999974671564005
ENSG00000257743.7	MGAM2	0.187	0.989800324630863
ENSG00000257800.1	FNBP1P1	1.396	0.781763138008337
ENSG00000257815.4	LINC01481	1.663	0.185966846270154
ENSG00000257829.1	RP11-845M18.6	1.906	0.570557871196258
ENSG00000257838.4	RP11-368J21.3	-0.475	
ENSG00000257894.2	RP1-78O14.1	-1.703	0.753995592690934
ENSG00000257913.2	RP11-386G11.5	0.3	0.970429104109426
ENSG00000257923.8	CUX1	0.833	0.545075097710134
ENSG00000257950.3	P2RX5-TAX1BP3	-0.36	0.947984914596734
ENSG00000258048.1	RP11-530C5.1	-0.199	0.979689701413654
ENSG00000258056.2	RP11-644F5.11	-0.398	0.882744912678737
ENSG00000258057.4	BCDIN3D-AS1	0.438	0.780992738229481
ENSG00000258101.2	RP11-977B10.2	-0.025	
ENSG00000258102.2	MAP1LC3B2	-0.252	0.957877134173451
ENSG00000258130.6	RP11-347C12.3	-0.279	
ENSG00000258136.1	RP11-864J10.4	0.278	
ENSG00000258168.4	RP11-588H23.3	-1.356	0.842619895930883
ENSG00000258199.1	RP11-977G19.5	-0.209	0.977449629744104
ENSG00000258227.5	CLEC5A	-1.421	0.743918372544683
ENSG00000258285.1	TESC-AS1	-0.92	0.912618972457897
ENSG00000258289.6	CHURC1	-0.394	0.889931013124848
ENSG00000258297.1	RP11-658F2.8	2.559	0.0036838968861186
ENSG00000258301.3	RP11-488C13.5	1.06	0.495162948751752
ENSG00000258302.2	RP11-981P6.1	1.177	0.690112292739409
ENSG00000258311.4	RP11-644F5.10	-0.652	0.843810885831123
ENSG00000258315.4	C17orf49	0.556	0.835754048403479
ENSG00000258365.1	RP11-1105G2.3	0.127	0.991023137179418
ENSG00000258366.6	RTEL1	0.12	0.979689701413654
ENSG00000258376.2	RP4-647C14.2	-0.855	0.852235244267547
ENSG00000258384.1	AC068831.6	0.867	0.690153116682154
ENSG00000258388.6	PPT2-EGFL8	0.511	0.835754048403479
ENSG00000258424.1	RP11-471B22.2	1.082	
ENSG00000258429.1	PDF	-0.104	0.984571725668858
ENSG00000258441.1	LINC00641	0.487	0.848801387703393
ENSG00000258457.4	RP11-298I3.4	0.766	0.807313929764071
ENSG00000258461.4	RP11-164J13.1	1.536	0.3955141985361
ENSG00000258469.1	CHMP4BP1	0.806	0.825694563181144
ENSG00000258471.1	RP11-84C10.4	0.89	0.807313929764071
ENSG00000258472.7	RP11-192H23.4	0.956	0.695677713272997
ENSG00000258484.3	SPESP1	1.252	0.885186058798632
ENSG00000258498.5	DIO3OS	2.615	0.524016146237128
ENSG00000258512.1	LINC00239	0.137	0.988467719666183
ENSG00000258515.1	RP11-203M5.7	0.416	0.911517440665152
ENSG00000258534.1	CTD-2134A5.4	-0.339	0.963337893034027
ENSG00000258545.4	RHOXF1-AS1	-0.327	0.979689701413654
ENSG00000258551.4	CRAT37	0.199	0.984483347705939
ENSG00000258559.2	AC005519.4	1.46	0.218551469034595
ENSG00000258568.1	RHOQP1	0.742	
ENSG00000258628.1	RP11-492D6.3	-5.349	0.136952383558745
ENSG00000258634.3	RP4-773N10.4	0.928	0.445878985509648
ENSG00000258643.4	BCL2L2-PABPN1	0.104	0.989469457676421
ENSG00000258644.4	SYNJ2BP-COX16	-0.713	
ENSG00000258646.1	RP11-950C14.3	-0.254	
ENSG00000258655.2	ARHGAP5-AS1	0.435	0.907975837523561
ENSG00000258659.5	TRIM34	0.059	0.992595991507638
ENSG00000258674.5	CTC-260F20.3	-0.299	0.936580660819886
ENSG00000258682.1	CTD-2002H8.2	0.668	0.803876769958715
ENSG00000258701.1	LINC00638	-0.557	0.892766380708324
ENSG00000258704.4	SRP54-AS1	0.163	0.975692387646793
ENSG00000258708.1	SLC25A21-AS1	0.348	0.960322765608515
ENSG00000258727.1	RP11-66N24.3	0.157	0.977181771104685
ENSG00000258733.4	CTD-2341M24.1	0.421	0.964812707077364
ENSG00000258738.1	RP11-73E17.2	-1.006	0.361346122619905
ENSG00000258744.1	RP11-80A15.1	0.806	
ENSG00000258768.2	CTD-2292M16.8	1.177	0.556758008952004
ENSG00000258793.1	RP11-404P21.3	-0.201	0.988467719666183
ENSG00000258818.3	RNASE4	-0.592	0.916417284117895
ENSG00000258824.2	CTD-2555O16.2	-0.348	0.934522577150964
ENSG00000258839.2	MC1R	-0.307	0.94862050693917
ENSG00000258867.4	LINC01146	0.154	0.991023137179418
ENSG00000258875.4	CTD-2547L24.3	-1.882	0.613918347146841
ENSG00000258890.5	CEP95	0.446	0.779272994186487
ENSG00000258900.1	HNRNPCP1	0.19	0.978904274400847
ENSG00000258910.2	RP11-19E11.1	-1.417	0.889737349443181
ENSG00000258920.1	FOXN3-AS1	-0.022	0.998117201067154
ENSG00000258929.5		-1.119	0.739120642683205
ENSG00000258940.2	RP11-407N17.5	-0.287	0.964500473131924
ENSG00000258941.3	RP11-407N17.3	-1.321	0.761603430143119
ENSG00000258944.1	RP4-647C14.3	0.371	0.944545136989123
ENSG00000258947.5	TUBB3	0.211	0.982327734574744
ENSG00000258986.5	TMEM179	-2.631	0.60605237543968
ENSG00000259015.1	RP11-109N23.6	0.823	
ENSG00000259020.3	RP11-529H20.3	0.527	
ENSG00000259030.5	FPGT-TNNI3K	-0.499	0.936578187192729
ENSG00000259040.4	BLOC1S5-TXNDC5	1.057	0.846629121148505
ENSG00000259065.1	RP5-1021I20.1	-1.317	0.542223831602479
ENSG00000259075.5	POC1B-GALNT4	0.069	
ENSG00000259081.1	RP11-488C13.6	-0.101	
ENSG00000259120.2	SMIM6	-1.069	0.827464668393134
ENSG00000259134.4	LINC00924	-1.091	0.815766124660675
ENSG00000259146.3	RP1-261D10.2	-0.553	0.891026057776869
ENSG00000259153.1	RP6-65G23.3	1.526	0.389059457891363
ENSG00000259158.2	ADAM20P1	0.786	
ENSG00000259171.1	RP11-903H12.5	-0.227	0.977449629744104
ENSG00000259172.1	RP11-299G20.2	-0.319	0.970975616905045
ENSG00000259203.1	RP11-209K10.2	-0.323	0.979689701413654
ENSG00000259205.2	PRKXP1	1.459	0.503656939799904
ENSG00000259207.6	ITGB3	-1.511	0.704873278343962
ENSG00000259244.1	RP11-182J1.12	0.681	0.887586651976884
ENSG00000259248.4	USP3-AS1	0.343	0.911351528611031
ENSG00000259250.1	RP11-50C13.1	0.089	0.987824373716955
ENSG00000259275.2	RP11-522B15.3	0.052	0.99721597945701
ENSG00000259287.2	RP11-3D4.2	1.511	0.365469329168446
ENSG00000259291.2	RP11-617F23.1	0.006	0.999405775904437
ENSG00000259295.5	CSPG4P12	1.52	0.389059457891363
ENSG00000259298.1	RP11-562A8.4	0.86	0.715276912485779
ENSG00000259305.4	ZHX1-C8orf76	0.344	0.907054866253379
ENSG00000259315.1	ACTG1P17	0.736	0.843132228839961
ENSG00000259319.1	RP11-293M10.6	-1.106	0.683754241486469
ENSG00000259321.1	RP11-468E2.5	0.208	0.977181771104685
ENSG00000259330.1	INAFM2	-0.25	0.953203211341929
ENSG00000259342.1	RP11-519G16.5	1.771	0.692618972089534
ENSG00000259343.4	TMC3-AS1	0.008	
ENSG00000259345.4	RP11-624L4.1	0.486	0.972374169433838
ENSG00000259347.4	RP11-798K3.2	0.535	0.975138408222898
ENSG00000259349.1	RP11-15E18.1	-0.022	0.998117201067154
ENSG00000259353.1	RP11-30K9.5	-1.158	0.903883827561798
ENSG00000259359.1	RP11-327J17.2	-0.735	0.918148898986345
ENSG00000259363.4	CTD-2054N24.2	1.063	0.83365671169881
ENSG00000259366.1	CTD-2647L4.4	-0.35	0.93831742491173
ENSG00000259370.2	RP11-1069G10.1	-0.689	0.930267610889481
ENSG00000259407.1	RP11-158M2.3	-0.045	0.99721597945701
ENSG00000259408.2	RP11-3D4.3	1.146	0.613102304844342
ENSG00000259417.2	LINC01314	-3.155	0.371417567924929
ENSG00000259426.4	RP11-253M7.1	0.097	0.987824373716955
ENSG00000259429.4	UBE2Q2P2	1.26	0.466666023562204
ENSG00000259431.4	THTPA	-0.265	0.951984485472979
ENSG00000259436.1	CTC-378H22.2	-3.266	0.433856180024548
ENSG00000259439.2	RP11-89K21.1	0.353	0.986263367826178
ENSG00000259448.2	RP11-16E12.1	-0.407	0.920328065809185
ENSG00000259456.3	ADNP-AS1	0.433	0.815677486298429
ENSG00000259479.5	SORD2P	0.572	0.917493413278479
ENSG00000259488.2	RP11-154J22.1	0.442	0.92522561129692
ENSG00000259494.1	MRPL46	-0.325	0.891519726102137
ENSG00000259495.2	RP11-210M15.2	-0.569	0.944545136989123
ENSG00000259498.1	RP11-244F12.3	1.375	0.733252265130616
ENSG00000259504.2	RP11-352D13.5	0.683	
ENSG00000259515.1	RP11-365N19.2	0.646	0.811403458224936
ENSG00000259523.1	RP11-680F8.3	-0.139	0.979689701413654
ENSG00000259529.1	RP11-468E2.4	0.302	0.949322889205756
ENSG00000259562.2	RP11-762H8.2	1.067	0.489628981190478
ENSG00000259577.1	RP11-430B1.2	-0.787	0.843994684824307
ENSG00000259583.2	RP11-66B24.4	-1.992	0.304747233125407
ENSG00000259605.3	AC074212.5	0.45	0.910121113111785
ENSG00000259623.1	RP11-156E6.1	0.415	0.427008763215822
ENSG00000259630.2	CTD-2262B20.1	0.344	
ENSG00000259642.2	ST20-AS1	-0.177	0.962306258690051
ENSG00000259668.4	RP11-707P17.2	0.1	0.990164094155935
ENSG00000259673.4	IQCH-AS1	-0.002	0.999421944799129
ENSG00000259674.1	RP11-356M20.1	-0.548	0.918148898986345
ENSG00000259683.1	RP11-182J1.14	-0.47	0.963337893034027
ENSG00000259706.1	HSP90B2P	0.341	0.947688814552388
ENSG00000259712.1	CTD-2184D3.5	0.233	0.984483347705939
ENSG00000259728.4	LINC00933	1.076	0.659227440726204
ENSG00000259732.1	RP11-59H7.3	-0.096	0.992003502713574
ENSG00000259768.5	RP5-991G20.1	1.164	0.489456901050126
ENSG00000259772.5	RP11-16E12.2	0.681	0.906621155343987
ENSG00000259775.1	RP11-45P15.4	-0.86	0.698143825922801
ENSG00000259781.1	RP11-673C5.1	1.322	0.109160196990737
ENSG00000259792.1	RP11-114H24.6	-1.103	0.757438741849448
ENSG00000259799.1	RP11-554A11.9	-1.859	0.845938041625472
ENSG00000259802.1	CTD-2256P15.2	-0.502	0.899005523622755
ENSG00000259803.5	SLC22A31	-3.279	0.489314711314484
ENSG00000259807.1	RP11-426C22.4	-0.516	0.936755092288146
ENSG00000259820.1	AC083843.1	-0.969	0.804245314425981
ENSG00000259826.1	RP11-467D6.1	-0.278	0.930738827113272
ENSG00000259834.1	RP11-284N8.3	-2.479	0.489314711314484
ENSG00000259856.1	RAB43P1	-0.61	0.807313929764071
ENSG00000259863.1	SH3RF3-AS1	-1.802	0.598174782407462
ENSG00000259865.1	RP11-488L18.10	0.405	0.894369063287301
ENSG00000259867.4	RP11-525K10.3	0.365	0.979689701413654
ENSG00000259877.2	RP11-46C24.7	-0.417	0.899478063092526
ENSG00000259891.1	CTA-204B4.2	-0.0	0.999974671564005
ENSG00000259917.1	HNRNPLP2	0.032	
ENSG00000259933.5	RP11-304L19.1	1.506	0.668264064134118
ENSG00000259940.2	CTD-3203P2.1	-0.124	0.987824373716955
ENSG00000259943.1	RP1-39G22.7	-1.047	0.432204597681621
ENSG00000259953.1	RP11-4O1.2	0.843	0.66178959457117
ENSG00000259956.1	RBM15B	0.19	0.912324171937227
ENSG00000259959.1	RP11-121C2.2	0.716	0.525671227679063
ENSG00000259969.1	RP11-999E24.3	-0.54	0.913223905866219
ENSG00000259972.2	AC009120.6	0.36	0.911517440665152
ENSG00000259974.2	LINC00261	-1.074	0.88355194576105
ENSG00000259976.1	RP11-553L6.5	-1.306	0.396686359226682
ENSG00000259985.1	RP11-549B18.1	0.556	0.917973526829735
ENSG00000259994.1	RP11-305E6.4	0.067	0.991023137179418
ENSG00000260000.2	RP3-467N11.1	0.54	0.816276696427216
ENSG00000260001.5	TGFBR3L	-1.197	0.876661892468233
ENSG00000260005.5	AC027601.1	0.642	0.872959566908582
ENSG00000260015.1	RP11-510M2.5	-0.766	0.954762623837267
ENSG00000260018.1	RP11-505K9.1	-0.211	0.977181771104685
ENSG00000260022.1	LA16c-306A4.1	0.264	0.972815162549262
ENSG00000260025.1	RP11-490M8.1	-2.147	0.359765465274571
ENSG00000260027.4	HOXB7	1.263	0.892766380708324
ENSG00000260032.1	LINC00657	0.334	0.843677449564253
ENSG00000260051.1	LA16c-390E6.4	0.684	0.805641665732173
ENSG00000260063.1	RP5-968P14.2	-1.525	0.311122863374107
ENSG00000260077.1	RP11-254F7.2	-0.492	0.917493413278479
ENSG00000260081.1	RP11-66N11.8	0.486	0.907995129029674
ENSG00000260083.1	MIR762HG	0.345	0.899743949797366
ENSG00000260086.2	RP11-42I10.1	-1.607	0.665349292255728
ENSG00000260091.1	RP11-33B1.4	0.997	0.754551052340158
ENSG00000260095.1	RP11-715J22.3	0.921	
ENSG00000260097.2	SPDYE6	1.317	0.613918347146841
ENSG00000260101.1	RP11-568N6.1	0.038	0.998117201067154
ENSG00000260103.2	RP11-10O17.1	0.954	0.745894226450591
ENSG00000260105.5	AOC4P	-0.463	0.964627320818708
ENSG00000260114.2	CTD-2574D22.4	0.915	0.304889845599456
ENSG00000260121.1	RP5-1142A6.9	0.069	0.994084506036504
ENSG00000260135.5	RP11-212I21.2	-0.627	0.94862050693917
ENSG00000260136.4	CTD-2270L9.4	-0.548	0.886300641461752
ENSG00000260160.1	CTC-471J1.2	0.904	0.712143751368908
ENSG00000260193.1	RP11-83N9.5	-0.142	0.986148561584461
ENSG00000260196.1	RP1-239B22.5	0.005	0.999421944799129
ENSG00000260219.2	RP11-347C12.10	0.631	0.814409416006141
ENSG00000260220.4	CCDC187	-0.388	0.982442185129749
ENSG00000260231.1	JHDM1D-AS1	1.929	0.23839213541213
ENSG00000260233.3	SSSCA1-AS1	0.462	0.838020498317532
ENSG00000260236.1	RP11-708J19.1	0.31	0.932871574616364
ENSG00000260238.4	PMF1-BGLAP	0.331	0.953310783646196
ENSG00000260244.1	RP11-588K22.2	-1.445	0.547283522862221
ENSG00000260257.2	RP5-1085F17.3	0.461	0.892513747631369
ENSG00000260259.1	RP11-368I7.4	-1.432	0.561042844133145
ENSG00000260260.1	SNHG19	0.288	0.967982758850391
ENSG00000260261.1	RP11-480A16.1	0.403	0.918148898986345
ENSG00000260267.1	RP11-452L6.5	0.078	0.986263367826178
ENSG00000260269.4	CTD-2323K18.1	0.457	0.892513747631369
ENSG00000260274.1	RP11-817O13.8	-0.216	0.960322765608515
ENSG00000260276.2	RP11-77H9.2	0.61	0.809226379056336
ENSG00000260279.2	AC137932.5	0.928	0.712104345118698
ENSG00000260284.1	TPSP2	-0.084	0.99721597945701
ENSG00000260285.1	RP11-600F24.7	0.018	0.998288431984418
ENSG00000260293.2	RP11-715J22.6	-0.363	0.970975616905045
ENSG00000260296.1	RP11-395I6.3	0.767	0.849730611858172
ENSG00000260300.4	RP11-505K9.4	0.231	0.960493974022809
ENSG00000260314.2	MRC1	-2.314	0.311122863374107
ENSG00000260317.1	RP11-48B3.4	-0.746	0.843421263027164
ENSG00000260325.1	HSPB9	-0.573	0.907054866253379
ENSG00000260328.1	RP11-416I2.1	-0.035	0.998117201067154
ENSG00000260329.1	RP11-412D9.4	0.284	0.951984485472979
ENSG00000260331.1	RP11-111J6.2	0.009	0.999350258748752
ENSG00000260337.3	RP11-386M24.6	-0.248	0.979689701413654
